                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.96275,                0.48893,                 1.1325,                 0.9732,                0.96813,                 0.9854,                0.78281,                0.95227,                0.40932,                  1.165,             0.00029172,             0.00029172,             0.00029172
                    127,                0.94856,                0.49588,                 1.1319,                0.96377,                0.97923,                0.98938,                0.78494,                0.94507,                0.40617,                 1.1654,             0.00028072,             0.00028072,             0.00028072
                    128,                0.95311,                0.49652,                 1.1271,                 0.9706,                 0.9683,                 0.9844,                0.78077,                0.95356,                0.41558,                 1.1706,             0.00026972,             0.00026972,             0.00026972
                    129,                0.93424,                0.47963,                 1.1107,                 0.9565,                 0.9753,                0.98486,                 0.7838,                0.93587,                0.41149,                 1.1603,             0.00025872,             0.00025872,             0.00025872
                    130,                0.93782,                0.48772,                 1.1054,                0.96436,                0.97176,                 0.9842,                0.78485,                 0.9501,                0.41076,                 1.1707,             0.00024772,             0.00024772,             0.00024772
                    131,                0.93245,                0.48268,                 1.1036,                 0.9634,                0.97928,                0.98716,                0.77618,                 0.9813,                0.40944,                 1.1868,             0.00023671,             0.00023671,             0.00023671
                    132,                0.93399,                0.48087,                 1.1099,                 0.9645,                0.97379,                0.98501,                0.78555,                0.94054,                0.40636,                  1.165,             0.00022571,             0.00022571,             0.00022571
                    133,                 0.9209,                0.48016,                 1.1064,                0.96552,                0.96979,                0.98447,                0.78469,                0.93271,                 0.4045,                 1.1618,             0.00021471,             0.00021471,             0.00021471
                    134,                0.92673,                0.47873,                 1.1071,                 0.9488,                0.97833,                0.98486,                0.78393,                0.92765,                0.40494,                 1.1589,             0.00020371,             0.00020371,             0.00020371
                    135,                0.91683,                0.47741,                 1.1149,                0.95949,                0.97631,                0.98707,                  0.786,                0.93672,                0.40558,                 1.1628,             0.00019271,             0.00019271,             0.00019271
                    136,                0.93097,                0.48749,                 1.1114,                0.96406,                0.96987,                0.98453,                0.78225,                0.93551,                0.40223,                 1.1627,              0.0001817,              0.0001817,              0.0001817
                    137,                 0.9222,                0.47593,                 1.0969,                0.96546,                0.97569,                0.98489,                0.78149,                 0.9421,                0.40517,                  1.168,              0.0001707,              0.0001707,              0.0001707
                    138,                0.89755,                0.48131,                 1.0938,                 0.9654,                0.97487,                0.98575,                0.78593,                  0.933,                0.40644,                 1.1574,              0.0001597,              0.0001597,              0.0001597
                    139,                0.89231,                  0.474,                 1.0977,                0.96629,                 0.9771,                0.98487,                0.78506,                0.92699,                0.40347,                 1.1594,              0.0001487,              0.0001487,              0.0001487
                    140,                0.89325,                0.47015,                 1.0856,                0.96373,                0.97748,                0.98601,                0.79219,                0.92134,                0.40066,                 1.1558,             0.00013769,             0.00013769,             0.00013769
                    141,                0.88594,                0.44782,                 1.1409,                0.96052,                0.97804,                0.98812,                 0.7857,                0.93953,                0.40213,                  1.169,             0.00012669,             0.00012669,             0.00012669
                    142,                 0.8839,                0.44908,                 1.1393,                0.96056,                0.97123,                0.98748,                  0.787,                0.93115,                0.40745,                 1.1689,             0.00011569,             0.00011569,             0.00011569
                    143,                0.87984,                0.43702,                 1.1292,                0.96758,                0.97047,                0.98722,                0.78866,                0.92382,                0.40104,                 1.1606,             0.00010469,             0.00010469,             0.00010469
                    144,                0.86905,                0.44063,                 1.1227,                0.96706,                 0.9706,                0.98589,                0.78642,                0.92336,                0.40021,                 1.1609,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                 0.8735,                0.43665,                 1.1361,                0.96811,                0.97191,                0.98756,                0.79075,                0.93084,                0.40023,                 1.1635,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.84823,                0.42898,                 1.1132,                0.96688,                 0.9747,                 0.9877,                  0.792,                0.91311,                0.39705,                 1.1531,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.85052,                0.42745,                 1.1117,                0.96674,                0.97191,                 0.9866,                 0.7867,                0.91781,                0.39789,                 1.1583,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.85678,                0.42911,                 1.1086,                0.96745,                0.97413,                0.98678,                0.79173,                0.91872,                0.39785,                 1.1591,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                 0.8538,                0.42767,                  1.115,                0.96778,                0.97582,                0.98785,                0.79163,                 0.9244,                0.39749,                 1.1631,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.85264,                0.43341,                 1.1154,                0.96754,                0.97672,                0.98777,                0.79283,                 0.9128,                0.39557,                 1.1559,             2.7672e-05,             2.7672e-05,             2.7672e-05
